resource,document,pagerank
http://dbpedia.org/resource/Saint_Thomas_Health,"Saint Thomas Health (STH) is an integrated health delivery system based in Nashville, Tennessee. The name was shortened from Saint Thomas Health Services in 2011, and changed to Ascension Saint Thomas in 2020. Saint Thomas Health is a member of Ascension Health, a Roman Catholic organization that is the largest not-for-profit health system in the United States. STH is composed of nine hospitals: three in Nashville, another major one in Murfreesboro, and smaller ones in Centerville, McMinnville, Smithville, Woodbury and Sparta, as well as multiple physician practices and outpatient centers. The Ascension Saint Thomas CEO is Tim Adams, who is also the President of the regional system Ascension Tennessee. Saint Thomas Health and the University of Tennessee Health Science Center have established a partnership for training medical residents in a variety of specialties.","0.00022790767425411203"
http://dbpedia.org/resource/Middle_Tennessee,"Middle Tennessee is one of the three Grand Divisions of the U.S. state of Tennessee that composes roughly the central portion of the state. It is delineated according to state law as 41 of the state's 95 counties. Middle Tennessee contains the state's capital and largest city, Nashville, as well as Clarksville, the state's fifth largest city, and Murfreesboro, the state's sixth largest city and largest suburb of Nashville. The Nashville metropolitan area, located entirely within the region, is the most populous metropolitan area in the state, and the Clarksville metropolitan area is the state's sixth most populous. Middle Tennessee is both the largest, in terms of land area, and the most populous of the state's three Grand Divisions. Geographically, Middle Tennessee is composed of the Highland Rim, which completely surrounds the Nashville Basin. The Cumberland Plateau is located in the eastern part of the region. Culturally, Middle Tennessee is considered part of the Upland South. Commodity crops such as cotton and tobacco were cultivated by migrant settlers in the region in the antebellum era, who were largely dependent on the labor of enslaved African Americans. In addition, planters bred and trained livestock, such as the world-famous Tennessee Walking Horse, which was developed as a breed in the region during this time. Middle Tennessee was an extremely crucial region during the American Civil War. Tennessee was occupied by Federal troops from 1862 through the end of the war. Many battles and campaigns were waged by Confederates in this region, especially in efforts to control the major rivers. Confederate General Nathan Bedford Forrest conducted extensive raids through this area, destroying many Union assets in the 1864 Battle of Johnsonville. In the 20th century, the Grand Ole Opry was established in Nashville, enhancing the city as the home of country music. Since the early 1970s, the region has been transformed by the entry of many new economic sectors, including automotive manufacturing, healthcare, finance, technology, tourism, and professional services. Both the Nashville and Clarksville metropolitan areas are among the fastest-growing regions in the nation.","0.0002924077331183468"
http://dbpedia.org/resource/South_Central_Kentucky,http://dbpedia.org/resource/South_Central_Kentucky,"0.0002924077331183468"
http://dbpedia.org/resource/United_States,"The United States of America (U.S.A. or USA), commonly known as the United States (U.S. or US) or informally America, is the most populous country in North America. It consists of 50 states, a federal district, five major unincorporated territories, nine Minor Outlying Islands, and 326 Indian reservations. It is the third-largest country by both land and total area. The United States shares land borders with Canada to its north and with Mexico to its south. It has maritime borders with the Bahamas, Cuba, Russia, and other nations. With a population of over 331 million, it is the third most populous country in the world. The national capital is Washington, D.C., and the most populous city and financial center is New York City. Paleo-aboriginals migrated from Siberia to the North American mainland at least 12,000 years ago, and advanced cultures began to appear later on. These advanced cultures had almost completely declined by the time the Europeans had arrived in North America, who subsequently began to colonize the continent. The United States emerged from the Thirteen British Colonies when disputes with the British Crown over taxation and political representation led to the American Revolution (1765–1784), which established the nation's independence. In the late 18th century, the U.S. began expanding across North America, gradually obtaining new territories, sometimes through war, frequently displacing Native Americans, and admitting new states. By 1848, the United States spanned the continent from east to west. The controversy surrounding the practice of slavery culminated in the secession of the Confederate States of America, which fought the remaining states of the Union during the American Civil War (1861–1865). With the Union's victory and preservation, slavery was abolished by the Thirteenth Amendment. By 1900, the United States had become the world's largest economy, and the Spanish–American War and World War I established the country as a world power. After Japan's surprise attack on Pearl Harbor in 1941, the U.S. entered World War II on the Allied side. The aftermath of the war left the United States and the Soviet Union as the world's two superpowers. During the Cold War, both countries engaged in a struggle for ideological dominance but avoided direct military conflict. They also competed in the Space Race, which culminated in the 1969 American spaceflight that first landed humans on the Moon. Simultaneously, the civil rights movement led to legislation abolishing state and local Jim Crow laws and other codified racial discrimination against African Americans. The Soviet Union's dissolution in 1991 ended the Cold War, leaving the United States as the world's sole superpower. The September 11 attacks in 2001 resulted in the United States launching the war on terror which included the War in Afghanistan (2001–2021) and the Iraq War (2003–2011). The United States is a federal republic with three separate branches of government, including a bicameral legislature. It is a liberal democracy and market economy; it ranks high in international measures of human rights, quality of life, income and wealth, economic competitiveness, and education; and it has low levels of perceived corruption. It has high levels of incarceration and inequality, allows capital punishment, and lacks universal health care. As a melting pot of cultures and ethnicities, the U.S. has been shaped by centuries of immigration. The United States is a highly developed country, and its economy accounts for approximately a quarter of global GDP and is the world's largest by GDP at market exchange rates. By value, the United States is the world's largest importer and second-largest exporter. Although it accounts for just over 4.2% of the world's total population, the U.S. holds over 30% of the total wealth in the world, the largest share held by any country. The United States is a founding member of the United Nations, World Bank, International Monetary Fund, Organization of American States, NATO, and is a permanent member of the United Nations Security Council. The country makes up more than a third of global military spending and is the foremost military power in the world and a leading political, cultural, and scientific force.","0.005461199783614436"
http://dbpedia.org/resource/Pangea3,"Pangea3 is a legal outsourcing services provider with headquarters in New York City, Noida, Bangalore and Mumbai, India. Pangea3 provides legal services and intellectual property services to in-house counsel in U.S., European and Japanese corporations and attorneys in international law firms. Pangea3 has been recognized as a leading legal outsourcing services company repeatedly since 2007, was voted best LPO in the New York Law Journal Reader Rankings from 2011 through 2013 and awarded LPO of the Year by India Business Law Journal from 2009 through 2013. Pangea3 was founded in 2004 by former Monster.com General Counsel, , and former OfficeTiger CFO and General Counsel, Sanjay Kamlani. Pangea3's legal outsourcing services are managed and run primarily by U.S., U.K. and Indian attorneys. Pangea3 provides its legal outsourcing services from its India based offices and their Dallas, TX office. In 2005, Pangea3 opened its first office in Mumbai with 35 employees. It has since grown to 1,000 U.S., U.K. and Indian attorneys, engineers, scientists and professionals providing global legal outsourcing services in seven offices across the United States and India. In 2006, Pangea3 received $4 million in Series B funding from the venture capital firm The GlenRock Group. A year later, it closed a $7 million Series C round of funding with venture capital firm Sequoia Capital India. In early 2008, Pangea3 opened an ISO 97001 compliant facility at Andheri, in Mumbai, India. Created primarily to house its expanded legal services departments, the facility expanded Pangea3's capacity to 475 worldwide. In 2010, they became part of Thomson Reuters, a provider of information to legal and business professionals. In April 2019, Pangea3 was acquired by Ernst & Young. In February 2020, Ernst & Young laid off many of the US-based Pangea3 attorneys who had been hired by Ernst & Young as part of the acquisition from Thomson Reuters.","0.00022790767425411203"
http://www.pangea3.com,http://www.pangea3.com,"0.0002601577036862294"
http://dbpedia.org/resource/India,"India, officially the Republic of India (Hindi: Bhārat Gaṇarājya), is a country in South Asia. It is the seventh-largest country by area, the second-most populous country, and the most populous democracy in the world. Bounded by the Indian Ocean on the south, the Arabian Sea on the southwest, and the Bay of Bengal on the southeast, it shares land borders with Pakistan to the west; China, Nepal, and Bhutan to the north; and Bangladesh and Myanmar to the east. In the Indian Ocean, India is in the vicinity of Sri Lanka and the Maldives; its Andaman and Nicobar Islands share a maritime border with Thailand, Myanmar, and Indonesia. Modern humans arrived on the Indian subcontinent from Africa no later than 55,000 years ago.Their long occupation, initially in varying forms of isolation as hunter-gatherers, has made the region highly diverse, second only to Africa in human genetic diversity. Settled life emerged on the subcontinent in the western margins of the Indus river basin 9,000 years ago, evolving gradually into the Indus Valley Civilisation of the third millennium BCE.By 1200 BCE, an archaic form of Sanskrit, an Indo-European language, had diffused into India from the northwest. Its evidence today is found in the hymns of the Rigveda. Preserved by a resolutely vigilant oral tradition, the Rigveda records the dawning of Hinduism in India. The Dravidian languages of India were supplanted in the northern and western regions.By 400 BCE, stratification and exclusion by caste had emerged within Hinduism,and Buddhism and Jainism had arisen, proclaiming social orders unlinked to heredity.Early political consolidations gave rise to the loose-knit Maurya and Gupta Empires based in the Ganges Basin.Their collective era was suffused with wide-ranging creativity, but also marked by the declining status of women, and the incorporation of untouchability into an organised system of belief. In South India, the Middle kingdoms exported Dravidian-languages scripts and religious cultures to the kingdoms of Southeast Asia. In the early medieval era, Christianity, Islam, Judaism, and Zoroastrianism became established on India's southern and western coasts.Muslim armies from Central Asia intermittently overran India's northern plains,eventually founding the Delhi Sultanate, and drawing northern India into the cosmopolitan networks of medieval Islam.In the 15th century, the Vijayanagara Empire created a long-lasting composite Hindu culture in south India.In the Punjab, Sikhism emerged, rejecting institutionalised religion.The Mughal Empire, in 1526, ushered in two centuries of relative peace,leaving a legacy of luminous architecture.Gradually expanding rule of the British East India Company followed, turning India into a colonial economy, but also consolidating its sovereignty. British Crown rule began in 1858. The rights promised to Indians were granted slowly, but technological changes were introduced, and modern ideas of education and the public life took root. A pioneering and influential nationalist movement emerged, which was noted for nonviolent resistance and became the major factor in ending British rule. In 1947 the British Indian Empire was partitioned into two independent dominions, a Hindu-majority Dominion of India and a Muslim-majority Dominion of Pakistan, amid large-scale loss of life and an unprecedented migration. India has been a federal republic since 1950, governed through a democratic parliamentary system. It is a pluralistic, multilingual and multi-ethnic society. India's population grew from 361 million in 1951 to 1.211 billion in 2011.During the same time, its nominal per capita income increased from US$64 annually to US$1,498, and its literacy rate from 16.6% to 74%. From being a comparatively destitute country in 1951,India has become a fast-growing major economy and a hub for information technology services, with an expanding middle class. It has a space programme which includes several planned or completed extraterrestrial missions. Indian movies, music, and spiritual teachings play an increasing role in global culture.India has substantially reduced its rate of poverty, though at the cost of increasing economic inequality.India is a nuclear-weapon state, which ranks high in military expenditure. It has disputes over Kashmir with its neighbours, Pakistan and China, unresolved since the mid-20th century.Among the socio-economic challenges India faces are gender inequality, child malnutrition,and rising levels of air pollution.India's land is megadiverse, with four biodiversity hotspots. Its forest cover comprises 21.7% of its area. India's wildlife, which has traditionally been viewed with tolerance in India's culture, is supported among these forests, and elsewhere, in protected habitats.","0.0007353919036296388"
http://dbpedia.org/resource/New_York_City,"New York, often called New York City or NYC, is the most populous city in the United States. With a 2020 population of 8,804,190 distributed over 300.46 square miles (778.2 km2), New York City is also the most densely populated major city in the United States, and is more than twice as populous as second-place Los Angeles. New York City lies at the southern tip of New York State, and constitutes the geographical and demographic center of both the Northeast megalopolis and the New York metropolitan area, the largest metropolitan area in the world by urban landmass. With over 20.1 million people in its metropolitan statistical area and 23.5 million in its combined statistical area as of 2020, New York is one of the world's most populous megacities, and over 58 million people live within 250 mi (400 km) of the city. New York City is a global cultural, financial, and media center with a significant influence on commerce, health care and life sciences, entertainment, research, technology, education, politics, tourism, dining, art, fashion, and sports. Home to the headquarters of the United Nations, New York is an important center for international diplomacy, an established safe haven for global investors, and is sometimes described as the capital of the world. Situated on one of the world's largest natural harbors and extending into the Atlantic Ocean, New York City comprises five boroughs, each of which is coextensive with a respective county of the state of New York. The five boroughs—Brooklyn (Kings County), Queens (Queens County), Manhattan (New York County), the Bronx (Bronx County), and Staten Island (Richmond County)—were created when local governments were consolidated into a single municipal entity in 1898. The city and its metropolitan area constitute the premier gateway for legal immigration to the United States. As many as 800 languages are spoken in New York, making it the most linguistically diverse city in the world. New York City is home to more than 3.2 million residents born outside the United States, the largest foreign-born population of any city in the world as of 2016. As of 2022, the New York metropolitan area is estimated to produce a gross metropolitan product of over $2.1 trillion, ranking it first worldwide. If the New York metropolitan area were a sovereign state, it would have the eighth-largest economy in the world. As of 2022, New York is home to the highest number of billionaires and millionaires of any city and, in 2017, was the wealthiest city in the world. New York City traces its origins to a trading post founded on the southern tip of Manhattan Island by Dutch colonists in approximately 1624. The settlement was named New Amsterdam (Dutch: Nieuw Amsterdam) in 1626 and was chartered as a city in 1653. The city came under English control in 1664 and was renamed New York after King Charles II of England granted the lands to his brother, the Duke of York. The city was regained by the Dutch in July 1673 and was renamed New Orange for one year and three months; the city has been continuously named New York since November 1674. New York City was the capital of the United States from 1785 until 1790, and has been the largest U.S. city since 1790. The Statue of Liberty greeted millions of immigrants as they came to the U.S. by ship in the late 19th and early 20th centuries, and is a symbol of the U.S. and its ideals of liberty and peace. In the 21st century, New York City has emerged as a global node of creativity, entrepreneurship, and environmental sustainability, and as a symbol of freedom and cultural diversity. The New York Times has won the most Pulitzer Prizes for journalism and remains the U.S. media's ""newspaper of record"". In 2019, New York City was voted the greatest city in the world per a survey of over 30,000 people from 48 cities worldwide, citing its cultural diversity. Many districts and monuments in New York City are major landmarks, including three of the world's ten most visited tourist attractions in 2013. A record 66.6 million tourists visited New York City in 2019. Times Square is the brightly illuminated hub of the Broadway Theater District, one of the world's busiest pedestrian intersections, and a major center of the world's entertainment industry. Many of the city's landmarks, skyscrapers, and parks are known around the world, as is the city's fast pace, spawning the term New York minute. The Empire State Building has become the global standard of reference to describe the height and length of other structures. New York has been described by multiple sources to be the most photographed city in the world. The Stonewall Inn in Greenwich Village, part of the Stonewall National Monument, is considered the historic epicenter of LGBTQ+ culture and the birthplace of the modern gay rights movement. Manhattan's real estate market is among the most expensive in the world. Providing continuous 24/7 service and contributing to the nickname The City That Never Sleeps, the New York City Subway is the largest single-operator rapid transit system worldwide, with 472 passenger rail stations; and Penn Station in Midtown Manhattan is the busiest transportation hub in the Western Hemisphere. The city has over 120 colleges and universities, including Columbia University, New York University, and the City University of New York system, which is the largest urban public university system in the United States. Anchored by Wall Street in the Financial District of Lower Manhattan, New York City has been called both the world's leading financial center and the most powerful city in the world, and is home to the world's two largest stock exchanges by total market capitalization, the New York Stock Exchange and Nasdaq. New York City is the headquarters of the global art market, with numerous art galleries and auction houses collectively hosting half of the world’s art auctions.","0.0005995508705670837"
http://dbpedia.org/resource/Mumbai,"Mumbai (English: /mʊmˈbaɪ/, Marathi: [ˈmumbəi]; also known as Bombay /bɒmˈbeɪ/— the official name until 1995) is the capital city of the Indian state of Maharashtra and the de facto financial centre of India. According to the United Nations, as of 2018, Mumbai is the second-most populous city in India after Delhi and the eighth-most populous city in the world with a population of roughly 20 million (2 crore). As per the Indian government population census of 2011, Mumbai was the most populous city in India with an estimated city proper population of 12.5 million (1.25 crore) living under the Brihanmumbai Municipal Corporation. Mumbai is the centre of the Mumbai Metropolitan Region, the sixth most populous metropolitan area in the world with a population of over 23 million (2.3 crore). Mumbai lies on the Konkan coast on the west coast of India and has a deep natural harbour. In 2008, Mumbai was named an alpha world city. It has the highest number of millionaires and billionaires among all cities in India. The seven islands that constitute Mumbai were earlier home to communities of Marathi language speaking Koli people. For centuries, the seven islands of Bombay were under the control of successive indigenous rulers before being ceded to the Portuguese Empire, and subsequently to the East India Company in 1661, through the dowry of Catherine Braganza when she was married off to Charles II of England. During the mid-18th century, Bombay was reshaped by the Hornby Vellard project, which undertook reclamation of the area between the seven islands from the sea. Along with construction of major roads and railways, the reclamation project, completed in 1845, transformed Bombay into a major seaport on the Arabian Sea. Bombay in the 19th century was characterised by economic and educational development. During the early 20th century it became a strong base for the Indian independence movement. Upon India's independence in 1947 the city was incorporated into Bombay State. In 1960, following the Samyukta Maharashtra Movement, a new state of Maharashtra was created with Bombay as the capital. Mumbai is the financial, commercial, and the entertainment capital of India. It is also one of the world's top ten centres of commerce in terms of global financial flow, generating 6.16% of India's GDP, and accounting for 25% of industrial output, 70% of maritime trade in India (Mumbai Port Trust and JNPT), and 70% of capital transactions to India's economy. Mumbai has the eighth-highest number of billionaires of any city in the world, and Mumbai's billionaires had the highest average wealth of any city in the world in 2008. The city houses important financial institutions and the corporate headquarters of numerous Indian companies and multinational corporations. It is also home to some of India's premier scientific and nuclear institutes. The city is also home to Bollywood and Marathi cinema industries. Mumbai's business opportunities attract migrants from all over India.","0.00037872193526729297"
http://dbpedia.org/resource/Thomson_Reuters,"Wikinews has related news: 
* Thomson Corporation and Reuters agree to merge Thomson Reuters Corporation (/ˈrɔɪtərz/ ROY-tərz) is a Canadian multinational media conglomerate. The company was founded in Toronto, Ontario, Canada, where it is headquartered at the Bay Adelaide Centre. Thomson Reuters was created by the Thomson Corporation's purchase of the British company Reuters Group in April 2008 and is majority owned by The Woodbridge Company, a holding company for the Thomson family.","0.0002601577036862294"
